init_win_bytes_backward,bwd_packets_s,min_seg_size_forward,init_win_bytes_forward,flow_iat_mean,flow_packets_s,eng_iat_range,avg_fwd_segment_size,total_length_of_bwd_packets,packet_length_mean,bwd_header_length,fwd_iat_mean,flow_iat_std,eng_bps_pps,subflow_bwd_packets,fwd_packet_length_max,bwd_packet_length_mean,eng_fwd_bwd_ratio,avg_bwd_segment_size,subflow_bwd_bytes,flow_duration,flow_iat_max,packet_length_std,max_packet_length,total_backward_packets,fwd_iat_std,fwd_header_length,eng_bytes_per_pkt,bwd_packet_length_max,fwd_packet_length_mean,eng_pkt_cv,true_class
-0.24394922,-0.14818288,1.0493779,1.5713102,-0.1684393,-0.17703101,-0.15271579,0.06137315,-0.007662807,-0.39728746,-0.008354665,-0.18163726,-0.14977436,-0.38832444,-0.008463692,0.30548382,-0.46571943,0.13719305,-0.46571943,-0.0076627517,-0.30047938,-0.1582996,-0.26978657,-0.2619615,-0.008463692,-0.09935974,-0.0019239018,-0.3883246,-0.40472662,0.06137315,0.33942202,BENIGN
-0.24517798,0.1790149,2.3082798,-0.4820006,-0.3021542,-0.016025098,-0.38138643,-0.16025867,-0.0076512094,-0.4344513,-0.0094079245,-0.27083793,-0.37088466,-0.4272379,-0.009342957,-0.24841295,-0.40613872,-0.124319255,-0.40613872,-0.0076511516,-0.4564735,-0.38589853,-0.4522458,-0.4590555,-0.009342957,-0.3445686,-0.010343489,-0.4272381,-0.4301775,-0.16025867,-0.5754683,BENIGN
-0.24517798,-0.14719443,-0.8389747,-0.4820006,-0.29532957,-0.17655024,-0.3813945,-0.06822511,-0.007687126,-0.4141219,-0.012041075,-0.27083802,-0.3708982,-0.41481867,-0.010222224,-0.22428052,-0.42479008,-0.16455193,-0.42479008,-0.007687074,-0.45559254,-0.384581,-0.47729564,-0.4645177,-0.010222224,-0.3445686,-0.01366701,-0.4148189,-0.43594,-0.06822511,-0.5754683,BENIGN
-0.21892713,-0.14819823,1.0493779,-0.46435055,1.6237441,-0.17704411,3.3638306,-0.036816828,-0.0033760497,2.4133766,-0.0055459705,1.4375026,3.0739045,2.4127278,-0.0067051603,0.14689925,3.0676792,-0.04385394,3.0676792,-0.003375236,2.0397937,3.341765,3.6484947,4.1164393,-0.0067051603,4.0095234,-0.0036964463,2.4127436,4.3968506,-0.036816828,2.8483016,DOS HULK
-0.21579936,1.0690396,1.0493779,-0.45809218,-0.3021626,0.42194924,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.4564782,-0.38590547,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.24517798,0.05069533,-0.8389747,-0.4820006,-0.30214518,-0.07917018,-0.38138753,-0.12958081,-0.0076534543,-0.42539364,-0.011163359,-0.2708333,-0.3708867,-0.42171824,-0.009342957,-0.2403688,-0.41080156,-0.124319255,-0.41080156,-0.007653397,-0.45646998,-0.3858976,-0.4600411,-0.46042106,-0.009342957,-0.3445686,-0.01255917,-0.42171845,-0.43161815,-0.12958081,-0.5754683,BENIGN
-0.24517798,-0.14773762,1.0493779,-0.4820006,-0.28729615,-0.17681754,-0.3813945,-0.12958081,-0.0076803914,-0.42418593,-0.011163359,-0.27083802,-0.3708982,-0.40929902,-0.010222224,-0.2403688,-0.396813,-0.16455193,-0.396813,-0.007680339,-0.45455128,-0.38302383,-0.45100138,-0.45632443,-0.010222224,-0.3445686,-0.013002306,-0.40929925,-0.42729628,-0.12958081,-0.5754683,BENIGN
-0.24517798,-0.14563514,-0.8389747,-0.4820006,-0.30038077,-0.17578292,-0.3803506,-0.16464122,-0.007556181,-0.28288648,-0.011163359,-0.27083772,-0.36914444,-0.25336868,-0.009342957,-0.24956211,-0.208745,-0.124319255,-0.208745,-0.0075561064,-0.4557839,-0.38486743,-0.35246614,-0.40124735,-0.009342957,-0.3445686,-0.01255917,-0.25336936,-0.36919138,-0.16464122,-0.5754683,BENIGN
-0.23054452,-0.14771584,-0.8389747,0.09405154,-0.29364645,-0.17682667,-0.37588465,0.5584796,-0.007583118,-0.2608965,-0.007125861,-0.26451823,-0.36318275,-0.25399595,-0.0058258944,0.30548382,-0.4460319,-0.11282422,-0.4460319,-0.007583048,-0.44543347,-0.38042253,-0.23835117,-0.2619615,-0.0058258944,-0.33629346,-0.008570944,-0.25399658,-0.38887984,0.5584796,-0.056131884,BENIGN
-0.24517798,-0.14811267,0.41992703,0.09405154,-0.25492847,-0.1770021,-0.3581748,-0.31364793,-0.0077073285,-0.59153694,-0.010285642,-0.21834965,-0.3343548,-0.5831682,-0.008463692,-0.28863367,-0.5273726,-0.10420294,-0.5273726,-0.0077072806,-0.425864,-0.3627708,-0.4858783,-0.49455976,-0.008463692,-0.34348196,-0.009678785,-0.583168,-0.46763358,-0.31364793,-0.5754683,BOT
-0.24517798,-0.14756317,-0.8389747,-0.4820006,-0.29784885,-0.17657499,-0.37854105,-0.14272846,-0.007615293,-0.40132615,-0.011163359,-0.2698119,-0.3672128,-0.3982597,-0.009342957,-0.24381629,-0.3315332,0.036611397,-0.3315332,-0.007615229,-0.45367965,-0.38306636,-0.42585802,-0.43720675,-0.009342957,-0.34254724,-0.010343489,-0.39825997,-0.40712765,-0.14272846,-0.5754683,BENIGN
-0.24517798,0.082337774,-0.8389747,-0.4820006,-0.30214834,-0.06359918,-0.38138926,-0.1821714,-0.007614545,-0.38433227,-0.011163359,-0.2708331,-0.37088943,-0.3665217,-0.009342957,-0.25415877,-0.3299789,-0.124319255,-0.3299789,-0.007614481,-0.4564712,-0.38589925,-0.41015127,-0.43675157,-0.009342957,-0.3445686,-0.01255917,-0.36652204,-0.40664744,-0.1821714,-0.5754683,BENIGN
-0.24517798,-0.14694993,-0.8389747,-0.4820006,-0.2999678,-0.17612232,-0.38005066,-0.12958081,-0.0076369927,-0.41987276,-0.011163359,-0.2698149,-0.36910132,-0.41941836,-0.009342957,-0.2403688,-0.37660736,0.036611397,-0.37660736,-0.007636932,-0.45505288,-0.3845689,-0.4480807,-0.45040706,-0.009342957,-0.34254864,-0.00901408,-0.41941863,-0.42105362,-0.12958081,-0.5754683,BENIGN
-0.21892713,-0.14819817,1.0493779,-0.46435055,1.2904513,-0.17704394,3.9535615,-0.14175457,-0.0033760497,1.6553012,-0.0041416236,0.9651967,2.9970686,1.6068332,-0.0058258944,0.117021,2.4669497,0.025116337,2.4669497,-0.003375236,2.4335055,3.9287307,1.4886992,1.480022,-0.0058258944,3.6428628,0.0016211875,1.6068424,1.615499,-0.14175457,1.2432038,DOS HULK
3.4223456,0.18992206,1.0493779,-0.4574593,-0.3021479,-0.010657766,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.4564763,-0.38590264,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.2417151,-0.14654689,1.0493779,1.5713102,-0.299395,-0.17633326,-0.38025692,0.32912615,-0.007392687,-0.10905496,-0.0069503174,-0.26833597,-0.36920264,-0.07930235,-0.007584426,0.21699822,-0.20291646,-0.14041232,-0.20291646,-0.0073925834,-0.45432222,-0.38477418,-0.033821214,-0.106289074,-0.007584426,-0.34440666,-0.00901408,-0.07930347,-0.058018055,0.32912615,1.4716277,BENIGN
-0.24517798,-0.14705758,-0.8389747,-0.4820006,-0.29614875,-0.1764829,-0.3813945,-0.103285514,-0.0076961047,-0.45437813,-0.012041075,-0.27083802,-0.3708982,-0.45897594,-0.010222224,-0.23347382,-0.46209282,-0.16455193,-0.46209282,-0.007696055,-0.45569873,-0.3847398,-0.49044272,-0.47544208,-0.010222224,-0.3445686,-0.01366701,-0.45897606,-0.44746494,-0.103285514,-0.5754683,BENIGN
-0.21959737,-0.14791149,-0.8389747,0.09405154,-0.28514326,-0.1769315,-0.35856354,-0.27566582,-0.003373805,3.301195,-0.008003578,-0.27043265,-0.34585276,3.419618,-0.0067051603,-0.2656504,3.0695443,-0.16455193,3.0695443,-0.0033729908,-0.4410321,-0.3631808,2.5139012,2.160975,-0.0067051603,-0.34392175,-0.010786625,3.419608,2.3338869,-0.27566582,0.8843366,DDOS
-0.21658131,0.6320817,-0.8389747,-0.41779947,-0.30215943,0.20692563,-0.3813945,-0.28735262,-0.007711818,-0.58118534,-0.012041075,-0.27083802,-0.3708982,-0.5748887,-0.010222224,-0.2817387,-0.5273726,-0.16455193,-0.5273726,-0.007711771,-0.4564778,-0.38590488,-0.49044272,-0.49455976,-0.010222224,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.24517798,-0.14623913,1.0493779,-0.4820006,-0.29983023,-0.17608014,-0.38002878,-0.16902377,-0.007631755,-0.40667444,-0.010110098,-0.27083793,-0.36860394,-0.39411992,-0.009342957,-0.25071126,-0.36572737,-0.124319255,-0.36572737,-0.0076316935,-0.4555698,-0.38454723,-0.43041903,-0.44722077,-0.009342957,-0.3445686,-0.011229761,-0.39412025,-0.41769218,-0.16902377,-0.5754683,BENIGN
-0.2416034,-0.14648241,-0.8389747,4.126346,-0.30032036,-0.1760942,-0.37952563,0.1237306,-0.0049862964,0.3483028,-0.0018595596,-0.26931196,-0.36903164,0.30682543,-0.00055030006,0.32387042,0.40765685,-0.0067160986,0.40765685,-0.004985767,-0.4502516,-0.3840464,0.2273811,0.16727564,-0.00055030006,-0.34257862,0.003172164,0.30682328,0.2305856,0.1237306,1.0197276,BENIGN
-0.24517798,0.24959068,-0.8389747,-0.4820006,-0.30215672,0.018704697,-0.38139015,-0.13396336,-0.007662433,-0.44169742,-0.011163359,-0.27083772,-0.3708918,-0.43965712,-0.009342957,-0.24151796,-0.42945293,-0.124319255,-0.42945293,-0.0076623773,-0.45647445,-0.3859021,-0.46861595,-0.46588326,-0.009342957,-0.3445686,-0.01255917,-0.4396573,-0.4373806,-0.13396336,-0.5754683,BENIGN
-0.24517798,-0.14775662,1.0493779,-0.4820006,-0.29182866,-0.17682688,-0.37535384,-0.18655396,-0.00764672,-0.43807435,-0.010110098,-0.27083793,-0.3607501,-0.4272379,-0.009342957,-0.2553079,-0.396813,-0.124319255,-0.396813,-0.0076466613,-0.45245844,-0.3798942,-0.44289148,-0.45632443,-0.009342957,-0.3445686,-0.011229761,-0.4272381,-0.42729628,-0.18655396,-0.5754683,BENIGN
1.3723215,-0.14819428,1.0493779,1.5713102,0.09790048,-0.17703943,-0.15194932,-0.31364793,-0.007714063,-0.5993006,-0.011163359,-0.003981539,0.011018262,-0.5914477,-0.010222224,-0.28863367,-0.5366983,0.07684405,-0.5366983,-0.0077140164,-0.30091414,-0.15753296,-0.49044272,-0.49729085,-0.010222224,0.069946855,-0.00901408,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.24517798,-0.14721961,-0.8389747,-0.4820006,-0.29515398,-0.17656262,-0.3813945,-0.107668065,-0.007684507,-0.42519233,-0.012041075,-0.27083802,-0.3708982,-0.4175785,-0.010222224,-0.23462299,-0.41391012,-0.16455193,-0.41391012,-0.007684455,-0.45556977,-0.38454697,-0.4641485,-0.46133143,-0.010222224,-0.3445686,-0.01366701,-0.41757873,-0.43257856,-0.107668065,-0.5754683,BENIGN
-0.24517798,-0.14820002,-0.8389747,-0.4642099,-0.2997794,-0.17562848,-0.3813945,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.26977575,-0.3708982,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.4561693,-0.38544354,-0.49044272,-0.49455976,-0.011101489,-0.3445686,-0.01255917,-0.5748885,-0.4705148,-0.28735262,-0.5754683,BENIGN
-0.24517798,0.15763904,1.0493779,-0.4820006,-0.30215323,-0.026544,-0.38138798,-0.15149356,-0.007656447,-0.43928203,-0.010110098,-0.2708331,-0.3708885,-0.43413746,-0.009342957,-0.24611463,-0.41701868,-0.124319255,-0.41701868,-0.0076563903,-0.4564731,-0.38590005,-0.45926157,-0.4622418,-0.009342957,-0.3445686,-0.011229761,-0.43413764,-0.43353897,-0.15149356,-0.5754683,BENIGN
-0.24517798,-0.14819872,-0.8389747,-0.4820006,2.8841763,-0.17704444,2.6041381,-0.11351146,-0.007626891,-0.42073542,-0.009759012,3.2764814,3.483695,-0.42126027,-0.008463692,-0.2311755,-0.41598246,-0.10420294,-0.41598246,-0.007626829,1.6103957,2.5883458,-0.45738617,-0.44813114,-0.008463692,4.9834647,-0.010121921,-0.42125848,-0.4186526,-0.11351146,-0.22868073,BENIGN
-0.24517798,-0.14561103,1.0493779,-0.4820006,-0.30039746,-0.17577104,-0.38036224,-0.09452041,-0.007615293,-0.3493093,-0.010110098,-0.27083772,-0.36916563,-0.3403033,-0.009342957,-0.2311755,-0.3315332,-0.124319255,-0.3315332,-0.007615229,-0.45579037,-0.38487902,-0.4265214,-0.43720675,-0.009342957,-0.3445686,-0.011229761,-0.34030372,-0.40712765,-0.09452041,-0.5754683,BENIGN
-0.24517798,-0.14820002,-0.8389747,0.6502738,-0.30215874,0.17949915,-0.3813945,-0.28735262,-0.007714063,-0.58118534,-0.012918793,-0.2708338,-0.3708982,-0.5748887,-0.011101489,-0.2817387,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.4564777,-0.38590473,-0.49044272,-0.49455976,-0.011101489,-0.3445686,-0.01255917,-0.5748885,-0.4705148,-0.28735262,-0.5754683,BENIGN
-0.23087965,-0.14819483,-0.8389747,0.09405154,0.32719693,-0.17704232,0.063101076,0.23458825,-0.0058572665,-0.02640384,0.008673043,0.26091287,0.19832154,-0.054344084,0.0047252947,1.1857429,-0.10814849,-0.018443847,-0.10814849,-0.0058568907,2.643379,0.056508005,0.31031036,0.89602286,0.0047252947,0.22784218,0.009154502,-0.054343756,0.9993951,0.23458825,2.502996,BENIGN
-0.24517798,-0.14721057,-0.8389747,-0.4820006,-0.29753476,-0.17655818,-0.37868983,-0.13834591,-0.0076482166,-0.4205629,-0.011163359,-0.2708331,-0.3663561,-0.41481867,-0.009342957,-0.24266712,-0.3999216,-0.124319255,-0.3999216,-0.007648158,-0.45467722,-0.38321447,-0.45302534,-0.4572348,-0.009342957,-0.3445686,-0.01255917,-0.4148189,-0.4282567,-0.13834591,-0.5754683,BENIGN
-0.24517798,-0.1462607,1.0493779,-0.4820006,-0.29980424,-0.17609075,-0.38001356,-0.1821714,-0.007615293,-0.38553992,-0.010110098,-0.27083772,-0.36857828,-0.3679016,-0.009342957,-0.25415877,-0.3315332,-0.124319255,-0.3315332,-0.007615229,-0.4555597,-0.38453206,-0.41093078,-0.43720675,-0.009342957,-0.3445686,-0.011229761,-0.36790195,-0.40712765,-0.1821714,-0.5754683,BENIGN
-0.20529902,-0.14819194,1.0493779,1.5713102,0.17800125,-0.17704149,2.1843715,-0.12344524,0.002789953,0.94532114,0.030967051,0.21848753,1.0377572,0.84568053,0.016155748,0.10323104,0.87097883,-0.09665931,0.87097883,0.0027918562,2.966567,2.1678329,0.4288967,0.14815797,0.016155748,1.5345657,0.029981902,0.8456802,0.21041697,-0.12344524,0.40671882,BENIGN
-0.24517798,-0.14752921,1.0493779,-0.4820006,-0.29533368,-0.17671499,-0.3774039,-0.16464122,-0.007617538,-0.38191688,-0.010110098,-0.27083772,-0.3641957,-0.3665217,-0.009342957,-0.24956211,-0.33619604,-0.124319255,-0.33619604,-0.007617474,-0.45382136,-0.38193452,-0.4163875,-0.43857232,-0.009342957,-0.3445686,-0.011229761,-0.36652204,-0.40856826,-0.16464122,-0.5754683,BENIGN
-0.20596926,-0.14819665,-0.8389747,0.09405154,0.76108104,-0.17704342,2.206376,-0.110027894,-0.006093341,-0.04734267,-0.0009818427,0.7141837,1.690861,-0.06750726,0.00032896566,-0.072590955,-0.018764058,-0.06109652,-0.018764058,-0.006093007,2.9888492,2.1897347,0.08211671,0.15362015,0.00032896566,2.2564282,0.0009564833,-0.06750597,0.21617945,-0.110027894,1.7401186,BENIGN
-0.24517798,-0.14820002,1.0493779,-0.45921728,-0.30216756,4.8145742,-0.3813945,-0.24571839,-0.007714063,-0.53690344,-0.012918793,-0.27083772,-0.3708982,-0.5488083,-0.011101489,-0.2530096,-0.5366983,0.19754204,-0.5366983,-0.0077140164,-0.45647883,-0.38590646,-0.46497017,-0.4831802,-0.011101489,-0.3445686,-0.011229761,-0.54867023,-0.4705148,-0.24571839,-0.5754683,BENIGN
-0.24517798,-0.14638288,1.0493779,-0.47623444,-0.2993299,-0.1762999,-0.37918764,-0.31364793,-0.0077073285,-0.590243,-0.010285642,-0.26579863,-0.36768934,-0.5815123,-0.008463692,-0.28863367,-0.5273726,-0.16455193,-0.5273726,-0.0077072806,-0.45500737,-0.38371,-0.48576558,-0.49455976,-0.008463692,-0.3445686,-0.010565056,-0.5815121,-0.46763358,-0.31364793,-0.5754683,BENIGN
-0.24517798,-0.1476068,-0.8389747,-0.4820006,-0.2905758,-0.17675316,-0.3813945,-0.06384256,-0.0076781465,-0.3879553,-0.012041075,-0.27083802,-0.3708982,-0.3803208,-0.010222224,-0.22313136,-0.38748732,-0.16455193,-0.38748732,-0.007678094,-0.45497638,-0.38365954,-0.4583966,-0.4535933,-0.010222224,-0.3445686,-0.01366701,-0.38032115,-0.42441505,-0.06384256,-0.5754683,BENIGN
-0.19859669,1.3008946,1.0493779,-0.45394337,-0.30216348,0.5360434,-0.3813945,-0.31364793,-0.007714063,-0.5993006,-0.011514445,-0.27083802,-0.3708982,-0.5914477,-0.010222224,-0.28863367,-0.5366983,-0.16455193,-0.5366983,-0.0077140164,-0.45647833,-0.38590565,-0.49044272,-0.49729085,-0.010222224,-0.3445686,-0.013002306,-0.5914475,-0.4705148,-0.31364793,-0.5754683,BENIGN
-0.23847564,-0.14672865,-0.8389747,0.09405154,-0.3000438,-0.17617622,-0.37962785,-0.07824237,-0.006401622,0.30274907,-0.008003578,-0.26910603,-0.36892653,0.30181673,-0.0067051603,-0.05765183,0.55378515,-0.0036212855,0.55378515,-0.0064013437,-0.45344996,-0.38414615,0.2780607,0.16727564,-0.0067051603,-0.34223115,-0.0063552633,0.3018147,0.2305856,-0.07824237,1.3195398,BENIGN
-0.24517798,-0.1472135,1.0493779,-0.4820006,-0.29519737,-0.17655963,-0.3813945,-0.06822511,-0.007687126,-0.4141219,-0.011514445,-0.27083802,-0.3708982,-0.41481867,-0.010222224,-0.22428052,-0.42479008,-0.16455193,-0.42479008,-0.007687074,-0.4555754,-0.38455537,-0.47729564,-0.4645177,-0.010222224,-0.3445686,-0.013002306,-0.4148189,-0.43594,-0.06822511,-0.5754683,BENIGN
-0.24517798,-0.14770225,1.0493779,-0.4820006,-0.2883526,-0.17680013,-0.3813945,-0.107668065,-0.0076852553,-0.42720515,-0.012041075,-0.27083802,-0.3708982,-0.42033833,-0.010222224,-0.23462299,-0.41701868,-0.16455193,-0.41701868,-0.007685203,-0.45468822,-0.3832286,-0.46579188,-0.4622418,-0.010222224,-0.3445686,-0.013002306,-0.42033854,-0.43353897,-0.107668065,-0.5754683,BENIGN
-0.21892713,-0.14819819,-0.8389747,-0.4820006,1.9390907,-0.17704424,3.9755664,0.0360796,-0.0033760497,2.4199183,-0.0041416236,2.2213297,3.6373665,2.4177415,-0.0058258944,0.15609257,2.4669497,-0.11282422,2.4669497,-0.003375236,2.4485302,3.9506323,2.1733515,2.1391263,-0.0058258944,5.327209,-0.0067983996,2.4177616,2.3108368,0.0360796,1.2552134,DOS HULK
-0.24517798,0.067622595,1.0493779,-0.4820006,-0.302147,-0.0708404,-0.38138434,-0.21284926,-0.007696853,-0.5298586,-0.010110098,-0.27083793,-0.37088257,-0.5279716,-0.009342957,-0.26220292,-0.50094986,-0.124319255,-0.50094986,-0.007696803,-0.45647067,-0.3858964,-0.49044272,-0.48682165,-0.009342957,-0.3445686,-0.011229761,-0.52797157,-0.45947006,-0.21284926,-0.5754683,BENIGN
-0.21658131,0.20158145,-0.8389747,-0.47314042,-0.30214858,-0.004920275,-0.3813945,-0.28735262,-0.007711818,-0.58118534,-0.012041075,-0.27083802,-0.3708982,-0.5748887,-0.010222224,-0.2817387,-0.5273726,-0.16455193,-0.5273726,-0.007711771,-0.4564764,-0.38590276,-0.49044272,-0.49455976,-0.010222224,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.24517798,-0.14674933,-0.8389747,-0.4820006,-0.30027205,-0.17597428,-0.38004714,-0.16902377,-0.0076893703,-0.49966642,-0.011163359,-0.26981223,-0.3691876,-0.50037336,-0.009342957,-0.25071126,-0.48540702,0.036611397,-0.48540702,-0.0076893196,-0.45525008,-0.3845654,-0.49044272,-0.48226982,-0.009342957,-0.34254333,-0.00901408,-0.50037336,-0.45466802,-0.16902377,-0.5754683,BENIGN
-0.24517798,-0.1480359,1.0493779,-0.4820006,-0.26026645,-0.17696431,-0.3813945,-0.12519826,-0.007634374,-0.29838514,-0.012041075,-0.27083802,-0.3708982,-0.23818965,-0.010222224,-0.23921964,-0.20563644,-0.16455193,-0.20563644,-0.007634313,-0.45104784,-0.3777845,-0.3507545,-0.40033698,-0.010222224,-0.3445686,-0.013002306,-0.23819034,-0.36823097,-0.12519826,-0.5754683,BENIGN
-0.24517798,-0.14806044,-0.8389747,-0.4820006,-0.26932237,-0.1769764,-0.3622068,-0.19531906,-0.007681888,-0.49845874,-0.011163359,-0.27083772,-0.33866495,-0.4948537,-0.009342957,-0.25760627,-0.46986422,-0.124319255,-0.46986422,-0.0076818354,-0.443707,-0.36680868,-0.47797027,-0.477718,-0.009342957,-0.3445686,-0.01255917,-0.49485373,-0.44986597,-0.19531906,-0.5754683,BENIGN
-0.24517798,-0.14722066,-0.8389747,-0.4820006,-0.29748702,-0.17656314,-0.3786599,-0.16902377,-0.0076452233,-0.42841288,-0.011163359,-0.27083772,-0.36630416,-0.41895837,-0.009342957,-0.25071126,-0.39370444,-0.124319255,-0.39370444,-0.0076451646,-0.45465866,-0.38318467,-0.44445056,-0.45541406,-0.009342957,-0.3445686,-0.01255917,-0.41895863,-0.42633587,-0.16902377,-0.5754683,BENIGN
-0.24517798,0.29931453,-0.8389747,-0.4820006,-0.30215797,0.043173425,-0.3813889,-0.16025867,-0.007675902,-0.474305,-0.011163359,-0.27083772,-0.37088877,-0.47277507,-0.009342957,-0.24841295,-0.45742998,-0.124319255,-0.45742998,-0.0076758484,-0.45647496,-0.38590088,-0.47797027,-0.47407654,-0.009342957,-0.3445686,-0.01255917,-0.47277516,-0.4460243,-0.16025867,-0.5754683,BENIGN
-0.24517798,0.26866284,-0.8389747,-0.4820006,-0.30215722,0.028089955,-0.3813886,-0.16025867,-0.007675902,-0.474305,-0.011163359,-0.27083763,-0.37088826,-0.472775,-0.009342957,-0.24841295,-0.45742998,-0.124319255,-0.45742998,-0.0076758484,-0.45647466,-0.38590053,-0.47797027,-0.47407654,-0.009342957,-0.3445686,-0.01255917,-0.47277516,-0.4460243,-0.16025867,-0.5754683,BENIGN
-0.23143817,-0.1481773,-0.8389747,0.09405154,-0.1292494,-0.17703389,-0.16349064,0.051199384,-0.007553562,-0.34367344,-0.008881294,-0.2572709,-0.1342996,-0.3285742,-0.007584426,0.080247775,-0.37000164,-0.092133135,-0.37000164,-0.007553487,-0.29958874,-0.16902286,-0.25845486,-0.30747974,-0.007584426,-0.3309251,-0.009678785,-0.32857448,-0.270269,0.051199384,1.3122733,BENIGN
-0.24517798,0.082337774,1.0493779,-0.4820006,-0.30214834,-0.06359918,-0.3813851,-0.13396336,-0.0076459716,-0.4151283,-0.010110098,-0.27083793,-0.3708838,-0.40929902,-0.009342957,-0.24151796,-0.39525872,-0.124319255,-0.39525872,-0.007645913,-0.4564712,-0.38589716,-0.45146632,-0.45586923,-0.009342957,-0.3445686,-0.011229761,-0.40929925,-0.42681608,-0.13396336,-0.5754683,BENIGN
-0.24517798,-0.14820002,-0.8389747,-0.47335136,-0.30213434,-0.10217079,-0.3813851,-0.26836157,-0.007714063,-0.5759017,-0.012918793,-0.27082294,-0.3708788,-0.56292945,-0.011101489,-0.2530096,-0.5366983,0.43893802,-0.5366983,-0.0077140164,-0.45647016,-0.3858953,-0.46838284,-0.4831802,-0.011101489,-0.3445513,-0.011451329,-0.56292933,-0.4705148,-0.26836157,-0.5754683,BENIGN
-0.20440538,-0.1481932,1.0493779,1.5713102,0.21181814,-0.17704172,0.05870253,-0.13750312,-0.0021167349,0.3125035,0.023945315,0.1954279,0.16210568,0.25804684,0.011759421,0.09173941,0.35767084,-0.052794527,0.35767084,-0.0021156988,2.9411602,0.05212766,0.27375275,0.14815797,0.011759421,0.22812393,0.031754445,0.25804678,0.21041697,-0.13750312,1.1193922,BENIGN
-0.24517798,-0.14698283,-0.8389747,-0.4820006,-0.2999083,-0.17614661,-0.38005352,-0.12958081,-0.0076377406,-0.42073542,-0.010110098,-0.26981702,-0.3690764,-0.42033833,-0.009342957,-0.2403688,-0.37816164,0.036611397,-0.37816164,-0.0076376805,-0.45501435,-0.38457176,-0.4487752,-0.45086223,-0.009342957,-0.34255296,-0.00901408,-0.42033854,-0.42153382,-0.12958081,-0.5754683,BENIGN
-0.24517798,-0.14818111,-0.8389747,-0.46589756,0.06155974,-0.17703949,-0.029058548,-0.28735262,-0.007702839,-0.58118534,-0.008530208,-0.27083802,0.08700152,-0.5748887,-0.0067051603,-0.2817387,-0.5273726,-0.24501726,-0.5273726,-0.0077027907,-0.22075579,-0.035222057,-0.49044272,-0.49455976,-0.0067051603,-0.3445686,-0.01366701,-0.5748885,-0.46763358,-0.28735262,-0.5754683,BENIGN
-0.24517798,-0.14768556,1.0493779,-0.4820006,-0.2888012,-0.1767919,-0.3813945,-0.08575531,-0.007688622,-0.42619878,-0.012041075,-0.27083802,-0.3708982,-0.425858,-0.010222224,-0.22887717,-0.4310072,-0.16455193,-0.4310072,-0.0076885712,-0.45474637,-0.38331556,-0.47729564,-0.46633843,-0.010222224,-0.3445686,-0.013002306,-0.4258582,-0.43786082,-0.08575531,-0.5754683,BENIGN
-0.21658131,-0.14819667,-0.8389747,-0.46589756,1.1189756,-0.1770438,2.8049083,9.865264,-0.007690867,1.7518659,-0.0044927103,1.7791709,2.1902933,1.7100388,-0.0031880974,13.035915,-0.525991,-0.16455193,-0.525991,-0.007690816,1.9381424,2.7854612,3.7681587,4.7805505,-0.0031880974,4.330351,-0.008570944,1.7100466,-0.46091068,9.865264,-0.57019913,BENIGN
-0.12978593,-0.14819527,-0.8389747,0.09405154,0.38347673,-0.17704254,0.05870165,0.06679918,-0.006034603,-0.122867875,0.009199673,0.30846372,0.21431598,-0.1447814,0.0047252947,1.2972118,-0.1490779,-0.018443847,-0.1490779,-0.0060342588,2.9205778,0.05212766,0.08842907,0.16727564,0.0047252947,0.22096643,0.009154502,-0.14478096,0.2305856,0.06679918,1.9112582,BENIGN
-0.24517798,0.1118939,-0.8389747,-0.4820006,-0.3021506,-0.04905484,-0.38138455,-0.09013786,-0.0076302583,-0.37165153,-0.010110098,-0.27083763,-0.37088153,-0.3665217,-0.009342957,-0.23002633,-0.3626188,-0.124319255,-0.3626188,-0.007630197,-0.45647207,-0.3858966,-0.44289148,-0.4463104,-0.009342957,-0.3445686,-0.01255917,-0.36652204,-0.41673177,-0.09013786,-0.5754683,BENIGN
